Id,Brands,Model,Engines,Engine_capacity_in_cc,HorsePower_in_HP,HorsePower_in_HP_2,Max_speed_in_km/h,Time_to_100kmph_sec,Price_Min,Price_Max,Seats,Torque_in_Nm,Torque_in_Nm_2,Fuel_1,Fuel_2,Fuel_3
632,Tata motors,Altroz iTurbo,1.2L Turbocharged Petrol,"1,199",110,110,180.000,10.000,"12,000.000","12,000.000",5,140,140,Petrol,NA,NA
633,Tata motors,Altroz CNG,1.2L Revotron Bi-Fuel,"1,199",86,86,165.000,12.000,"11,800.000","11,800.000",5,113,113,Gas,Petrol,NA
634,Tata motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,"1,199",86,86,170.000,13.500,"9,200.000","9,200.000",5,113,113,Petrol,NA,NA
635,Tata motors,Nano GenX,624cc MPFI,624,37,37,105.000,29.000,"4,000.000","4,000.000",4,51,51,Petrol,NA,NA
636,Tata motors,Indica eV2,1.4L CR4 Diesel,"1,396",70,70,155.000,16.000,"6,200.000","6,200.000",5,140,140,Diesel,NA,NA
637,Tata motors,Indica V2 Xeta,1.2L MPFI Petrol,"1,193",65,65,140.000,16.000,"5,000.000","5,000.000",5,100,100,Petrol,NA,NA
638,Tata motors,Tigor,1.2L Revotron 3-cylinder Petrol,"1,199",86,86,170.000,13.000,"9,400.000","9,400.000",5,113,113,Petrol,NA,NA
639,Tata motors,Tigor EV,Permanent Magnet Synchronous,0,74,74,120.000,5.700,"14,500.000","14,500.000",5,114,114,Electric,NA,NA
640,Tata motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,0,75,75,165.000,15.000,"8,700.000","8,700.000",5,190,190,Diesel,Petrol,NA
641,Tata motors,Indigo eCS,1.4L CR4 Diesel,"1,396",70,70,155.000,16.500,"6,500.000","6,500.000",5,140,140,Diesel,NA,NA
642,Cadillac,Escalade,6.2L V8 Gasoline,"6,200",420,420,210.000,6.800,"79,295.000","79,295.000",7,624,624,Petrol,NA,NA
643,Tata motors,Indigo Marina,1.4L CR4 Diesel / 1.4L Petrol,"1,396",70,70,150.000,17.000,"8,300.000","8,300.000",5,135,135,Diesel,Petrol,NA
644,Tata motors,Manza,1.3L Quadrajet Diesel / 1.4L Petrol,0,75,75,160.000,14.000,"9,000.000","9,000.000",5,200,200,Diesel,Petrol,NA
645,Tata motors,Indigo LX,1.4L CR4 Diesel,"1,396",70,70,150.000,17.000,"7,000.000","7,000.000",5,140,140,Diesel,NA,NA
646,Tata motors,Indigo GLX,1.4L MPFI Petrol,"1,396",85,85,160.000,15.000,"7,200.000","7,200.000",5,115,115,Petrol,NA,NA
647,Cadillac,Escalade ESV,6.2L V8 Gasoline,"6,200",420,420,205.000,6.900,"82,295.000","82,295.000",7,624,624,Petrol,NA,NA
648,Tata motors,Nexon,1.2L Turbo Petrol / 1.5L Diesel,0,118,118,180.000,10.000,"14,000.000","14,000.000",5,170,260,Petrol,Diesel,NA
649,Tata motors,Nexon EV Max,Permanent Magnet Synchronous,0,143,143,140.000,9.000,"25,000.000","25,000.000",5,250,250,Electric,NA,NA
650,Tata motors,Harrier,2.0L Kryotec Turbocharged Diesel,"1,956",168,168,180.000,11.000,"23,000.000","23,000.000",5,350,350,Diesel,NA,NA
651,Tata motors,Safari,2.0L Kryotec Turbocharged Diesel,"1,956",168,168,180.000,11.000,"25,500.000","25,500.000",7,350,350,Diesel,NA,NA
652,Tata motors,Punch,1.2L Revotron Petrol,"1,199",86,86,160.000,16.000,"10,500.000","10,500.000",5,113,113,Petrol,NA,NA
653,Tata motors,Hexa,2.2L Varicor Diesel,"2,179",154,154,180.000,12.000,"20,000.000","20,000.000",7,400,400,Diesel,NA,NA
654,Tata motors,Aria,2.2L Dicor Diesel,"2,179",138,138,162.000,13.000,"19,000.000","19,000.000",7,320,320,Diesel,NA,NA
655,Tata motors,Sumo Gold,3.0L CR4 Diesel,"2,956",85,85,125.000,17.600,"15,000.000","15,000.000",7,250,250,Diesel,NA,NA
656,Tata motors,Sumo Grande,2.2L Dicor Diesel,"2,179",118,118,140.000,15.000,"16,500.000","16,500.000",7,250,250,Diesel,NA,NA
657,Tata motors,Nexon EV Prime,Permanent Magnet Synchronous,0,129,129,120.000,9.400,"22,000.000","22,000.000",5,245,245,Electric,NA,NA
658,Tata motors,Tiago EV,Permanent Magnet Synchronous,0,74,74,120.000,5.700,"11,000.000","11,000.000",5,114,114,Electric,NA,NA
659,Tesla,Model S,Dual Electric Motors,0,670,670,250.000,3.100,"88,490.000","88,490.000",5,967,967,Electric,NA,NA
660,Tesla,Model S Plaid,Tri Electric Motors,0,20,20,322.000,2.100,"108,490.000","108,490.000",5,1,1,Electric,NA,NA
661,Tesla,Model 3,Single Electric Motor (RWD),0,283,283,225.000,5.800,"40,240.000","40,240.000",5,420,420,Electric,NA,NA
662,Tesla,Model 3 Performance,Dual Electric Motors (AWD),0,450,450,261.000,3.100,"53,240.000","53,240.000",5,660,660,Electric,NA,NA
663,Tesla,Model X,Dual Electric Motors (AWD),0,670,670,250.000,3.800,"98,490.000","98,490.000",7,967,967,Electric,NA,NA
664,Tesla,Model X Plaid,Tri Electric Motors,0,20,20,262.000,2.600,"113,490.000","113,490.000",6,1,1,Electric,NA,NA
665,Tesla,Model Y,Single Electric Motor (RWD),0,346,346,217.000,5.000,"47,490.000","47,490.000",5,498,498,Electric,NA,NA
666,Tesla,Model Y Long Range,Dual Electric Motors (AWD),0,384,384,217.000,4.800,"50,490.000","50,490.000",5,559,559,Electric,NA,NA
667,Tesla,Cybertruck,Tri Electric Motors,0,800,800,209.000,2.900,"69,900.000","69,900.000",6,1,1,Electric,NA,NA
668,Tesla,Roadster 2,Quad Electric Motors,0,288,288,402.000,1.900,"200,000.000","200,000.000",4,10,10,Electric,NA,NA
669,Jeep,Wrangler,3.6L V6 Pentastar Gasoline,"3,600",285,285,180.000,6.800,"35,195.000","35,195.000",4,353,353,Petrol,NA,NA
670,Jeep,Wrangler Rubicon,2.0L Turbo I4 Gasoline,"2,000",270,270,180.000,7.100,"42,100.000","42,100.000",4,400,400,Petrol,NA,NA
671,Jeep,Grand Cherokee,3.6L V6 Pentastar Gasoline,"3,600",293,293,209.000,7.000,"41,530.000","41,530.000",5,352,352,Petrol,NA,NA
672,Jeep,Grand Cherokee L,3.6L V6 Pentastar Gasoline,"3,600",293,293,209.000,7.200,"43,530.000","43,530.000",7,352,352,Petrol,NA,NA
673,Jeep,Cherokee,2.4L I4 Tigershark Gasoline,"2,400",180,180,195.000,8.500,"37,695.000","37,695.000",5,230,230,Petrol,NA,NA
674,Jeep,Compass,2.0L Turbo Gasoline,"2,000",200,200,200.000,7.800,"31,590.000","31,590.000",5,320,320,Petrol,NA,NA
675,Jeep,Renegade,1.3L Turbo I4 Gasoline,"1,300",177,177,200.000,8.700,"28,345.000","28,345.000",5,285,285,Petrol,NA,NA
676,Jeep,Gladiator,3.6L V6 Pentastar Gasoline,"3,600",285,285,177.000,8.100,"38,775.000","38,775.000",5,353,353,Petrol,NA,NA
677,Jeep,Wagoneer,5.7L V8 Gasoline with eTorque,"5,700",392,392,190.000,7.400,"63,595.000","63,595.000",8,548,548,Petrol,NA,NA
678,Jeep,Grand Wagoneer,6.4L V8 Gasoline,"6,400",471,471,190.000,6.000,"91,495.000","91,495.000",8,617,617,Petrol,NA,NA
679,Jeep,Grand Cherokee 4xe,2.0L Turbo PHEV,0,375,375,210.000,6.000,"59,865.000","59,865.000",5,637,637,Hybrid,NA,NA
680,Jeep,Wrangler 4xe,2.0L Turbo PHEV,0,375,375,180.000,6.400,"50,695.000","50,695.000",5,637,637,Hybrid,NA,NA
681,Jeep,Compass 4xe,1.3L Turbo PHEV,0,240,240,200.000,7.300,"46,500.000","46,500.000",5,270,270,Hybrid,NA,NA
682,Jeep,Renegade 4xe,1.3L Turbo PHEV,0,240,240,200.000,7.500,"44,500.000","44,500.000",5,270,270,Hybrid,NA,NA
683,Mazda,Mazda2,1.5L 4-Cylinder,"1,500",108,108,180.000,10.200,"17,000.000","20,000.000",5,142,142,Petrol,NA,NA
684,Jeep,Wagoneer S (Electric),Dual Electric Motors,0,600,600,177.000,4.500,"80,000.000","80,000.000",5,850,850,Electric,NA,NA
685,Jeep,Gladiator Mojave Edition,3.6L V6 Pentastar Gasoline,"3,600",285,285,177.000,8.600,"51,570.000","51,570.000",5,353,353,Petrol,NA,NA
686,Jeep,Grand Cherokee Summit Reserve,5.7L V8 Gasoline,"5,700",357,357,190.000,7.300,"66,575.000","66,575.000",5,529,529,Petrol,NA,NA
687,Jeep,Jeep Cherokee X Edition,3.2L V6 Pentastar Gasoline,"3,200",271,271,195.000,7.600,"41,295.000","41,295.000",5,324,324,Petrol,NA,NA
688,Jeep,Wrangler 392,6.4L V8 HEMI Gasoline,"6,400",470,470,160.000,4.500,"82,495.000","82,495.000",4,637,637,Petrol,NA,NA
689,Cadillac,XT4,2.0L Turbo Inline-4 Gasoline,"2,000",235,235,220.000,7.600,"37,490.000","37,490.000",5,350,350,Petrol,NA,NA
690,Cadillac,XT5,3.6L V6 Gasoline,"3,600",310,310,210.000,6.500,"44,195.000","44,195.000",5,366,366,Petrol,NA,NA
691,Cadillac,XT6,3.6L V6 Gasoline,"3,600",310,310,210.000,6.900,"48,595.000","48,595.000",7,366,366,Petrol,NA,NA
692,Cadillac,Lyriq EV,Single Electric Motor,0,340,340,190.000,5.700,"58,590.000","58,590.000",5,440,440,Electric,NA,NA
693,Cadillac,Escalade V,6.2L Supercharged V8 Gasoline,"6,200",682,682,200.000,4.400,"149,990.000","149,990.000",7,885,885,Petrol,NA,NA
694,Cadillac,Escalade Platinum,6.2L V8 Gasoline,"6,200",420,420,210.000,6.800,"104,595.000","104,595.000",7,624,624,Petrol,NA,NA
695,Cadillac,CT5-V Blackwing,6.2L Supercharged V8 Gasoline,"6,200",668,668,320.000,3.400,"92,000.000","92,000.000",5,893,893,Petrol,NA,NA
696,Cadillac,CT4-V Blackwing,3.6L Twin-Turbo V6 Gasoline,"3,600",472,472,290.000,3.900,"60,495.000","60,495.000",5,603,603,Petrol,NA,NA
697,Cadillac,XT4 Sport,2.0L Turbo Inline-4 Gasoline,"2,000",235,235,220.000,7.400,"41,390.000","41,390.000",5,350,350,Petrol,NA,NA
698,Cadillac,XT5 Sport,3.6L V6 Gasoline,"3,600",310,310,210.000,6.500,"51,095.000","51,095.000",5,366,366,Petrol,NA,NA
699,Cadillac,XT6 Sport,3.6L V6 Gasoline,"3,600",310,310,210.000,6.900,"57,095.000","57,095.000",7,366,366,Petrol,NA,NA
700,Cadillac,Lyriq Launch Edition,Single Electric Motor,0,340,340,190.000,5.700,"59,990.000","59,990.000",5,440,440,Electric,NA,NA
701,Cadillac,Lyriq EV Premium,Dual Electric Motors,0,500,500,210.000,4.500,"64,990.000","64,990.000",5,620,620,Electric,NA,NA
702,Cadillac,CT5 Premium Luxury,2.0L Turbo Inline-4 Gasoline,"2,000",237,237,240.000,6.800,"41,290.000","41,290.000",5,350,350,Petrol,NA,NA
703,Chevrolet,Spark,1.4L Inline-4 Gasoline,"1,400",98,98,180.000,10.700,"14,595.000","14,595.000",5,127,127,Petrol,NA,NA
704,Chevrolet,Sonic,1.4L Turbo Inline-4 Gasoline,"1,400",138,138,190.000,8.500,"16,720.000","16,720.000",5,200,200,Petrol,NA,NA
705,Chevrolet,Malibu,1.5L Turbo Inline-4 Gasoline,"1,500",160,160,210.000,8.000,"25,000.000","25,000.000",5,250,250,Petrol,NA,NA
706,Chevrolet,Camaro,2.0L Turbo Inline-4 Gasoline,"2,000",275,275,240.000,5.400,"26,400.000","26,400.000",4,400,400,Petrol,NA,NA
707,Chevrolet,Corvette,6.2L V8 Gasoline,"6,200",495,495,312.000,3.000,"65,895.000","65,895.000",2,637,637,Petrol,NA,NA
708,Chevrolet,Traverse,3.6L V6 Gasoline,"3,600",310,310,210.000,7.000,"35,915.000","35,915.000",7,360,360,Petrol,NA,NA
709,Chevrolet,Equinox,1.5L Turbo Inline-4 Gasoline,"1,500",170,170,200.000,8.900,"26,600.000","26,600.000",5,275,275,Petrol,NA,NA
710,Chevrolet,Blazer,3.6L V6 Gasoline,"3,600",308,308,220.000,6.600,"44,000.000","44,000.000",5,366,366,Petrol,NA,NA
711,Chevrolet,Tahoe,5.3L V8 Gasoline,"5,300",355,355,200.000,7.500,"56,995.000","56,995.000",7,519,519,Petrol,NA,NA
712,Chevrolet,Suburban,5.3L V8 Gasoline,"5,300",355,355,190.000,7.600,"59,900.000","59,900.000",8,519,519,Petrol,NA,NA
713,Chevrolet,Colorado,2.7L Turbo Inline-4 Gasoline,"2,700",310,310,190.000,6.800,"30,695.000","30,695.000",5,583,583,Petrol,NA,NA
714,Chevrolet,Silverado 1500,5.3L V8 Gasoline,"5,300",355,355,180.000,7.000,"42,795.000","42,795.000",6,519,519,Petrol,NA,NA
715,Chevrolet,Silverado 2500HD,6.6L V8 Gasoline,"6,600",401,401,170.000,8.000,"41,500.000","41,500.000",6,629,629,Petrol,NA,NA
716,Chevrolet,Silverado 3500HD,6.6L V8 Diesel,"6,600",445,445,160.000,8.500,"45,500.000","45,500.000",6,"1,234","1,234",Diesel,NA,NA
717,Chevrolet,Bolt EV,Single Electric Motor,0,200,200,150.000,6.500,"27,495.000","27,495.000",5,360,360,Electric,NA,NA
718,Chevrolet,Bolt EUV,Single Electric Motor,0,200,200,150.000,7.000,"28,795.000","28,795.000",5,360,360,Electric,NA,NA
719,Chevrolet,Trailblazer,1.3L Turbo Inline-3 Gasoline,"1,300",155,155,200.000,9.400,"23,100.000","23,100.000",5,236,236,Petrol,NA,NA
720,Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,"2,000",250,250,240.000,5.800,"33,500.000","33,500.000",5,353,353,Petrol,NA,NA
721,Chevrolet,Camaro ZL1,6.2L Supercharged V8 Gasoline,"6,200",650,650,318.000,3.500,"67,300.000","67,300.000",4,881,881,Petrol,NA,NA
722,Chevrolet,Corvette Stingray,6.2L V8 Gasoline,"6,200",495,495,312.000,3.000,"65,895.000","65,895.000",2,637,637,Petrol,NA,NA
723,Chevrolet,Silverado 1500 High Country,5.3L V8 Gasoline,"5,300",355,355,180.000,7.000,"61,595.000","61,595.000",6,519,519,Petrol,NA,NA
724,Chevrolet,Silverado 1500 Trail Boss,5.3L V8 Gasoline,"5,300",355,355,180.000,7.000,"55,895.000","55,895.000",6,519,519,Petrol,NA,NA
725,Chevrolet,Silverado 1500 RST,5.3L V8 Gasoline,"5,300",355,355,180.000,7.100,"50,895.000","50,895.000",6,519,519,Petrol,NA,NA
726,Chevrolet,Colorado ZR2,2.8L Turbo Diesel I4,"2,800",181,181,160.000,9.100,"48,295.000","48,295.000",5,500,500,Diesel,NA,NA
727,Chevrolet,Traverse Premier,3.6L V6 Gasoline,"3,600",310,310,210.000,7.000,"46,600.000","46,600.000",7,360,360,Petrol,NA,NA
728,Chevrolet,Equinox Premier,1.5L Turbo Inline-4 Gasoline,"1,500",170,170,200.000,8.800,"33,400.000","33,400.000",5,275,275,Petrol,NA,NA
729,Chevrolet,Blazer RS,3.6L V6 Gasoline,"3,600",308,308,220.000,6.600,"48,900.000","48,900.000",5,366,366,Petrol,NA,NA
730,Chevrolet,Bolt EV 2LT,Single Electric Motor,0,200,200,150.000,6.700,"28,795.000","28,795.000",5,360,360,Electric,NA,NA
731,Chevrolet,Camaro SS,6.2L V8 Gasoline,"6,200",455,455,290.000,4.300,"43,500.000","43,500.000",4,617,617,Petrol,NA,NA
732,Chevrolet,Corvette Grand Sport,6.2L V8 Gasoline,"6,200",460,460,290.000,3.900,"65,900.000","65,900.000",2,630,630,Petrol,NA,NA
733,Chevrolet,Traverse RS,3.6L V6 Gasoline,"3,600",310,310,210.000,7.000,"43,700.000","43,700.000",7,360,360,Petrol,NA,NA
734,Chevrolet,Blazer Premier,3.6L V6 Gasoline,"3,600",308,308,220.000,6.600,"45,000.000","45,000.000",5,366,366,Petrol,NA,NA
735,Chevrolet,Malibu LT,1.5L Turbo Inline-4 Gasoline,"1,500",160,160,210.000,8.500,"25,800.000","25,800.000",5,250,250,Petrol,NA,NA
736,Chevrolet,Spark Activ,1.4L Inline-4 Gasoline,"1,400",98,98,180.000,11.000,"17,595.000","17,595.000",5,127,127,Petrol,NA,NA
737,Chevrolet,Trax LT,1.2L Turbo Inline-3 Gasoline,"1,200",137,137,200.000,9.200,"24,100.000","24,100.000",5,220,220,Petrol,NA,NA
738,Chevrolet,Equinox LT,1.5L Turbo Inline-4 Gasoline,"1,500",170,170,200.000,8.900,"28,400.000","28,400.000",5,275,275,Petrol,NA,NA
739,Chevrolet,Silverado 3500HD High Country,6.6L V8 Diesel,"6,600",445,445,160.000,8.500,"75,700.000","75,700.000",6,"1,234","1,234",Diesel,NA,NA
740,Chevrolet,Colorado WT,2.7L Turbo Inline-4 Gasoline,"2,700",310,310,190.000,6.900,"29,200.000","29,200.000",5,583,583,Petrol,NA,NA
741,Chevrolet,Suburban High Country,6.2L V8 Gasoline,"6,200",420,420,200.000,7.000,"82,400.000","82,400.000",8,624,624,Petrol,NA,NA
742,Chevrolet,Silverado Custom,4.3L V6 Gasoline,"4,300",285,285,180.000,8.500,"33,900.000","33,900.000",6,413,413,Petrol,NA,NA
743,Chevrolet,Spark LS,1.4L Inline-4 Gasoline,"1,400",98,98,180.000,10.900,"14,395.000","14,395.000",5,127,127,Petrol,NA,NA
744,Chevrolet,Traverse LT,3.6L V6 Gasoline,"3,600",310,310,210.000,7.100,"37,200.000","37,200.000",7,360,360,Petrol,NA,NA
745,Chevrolet,Blazer LT,2.5L Inline-4 Gasoline,"2,500",193,193,200.000,9.000,"36,100.000","36,100.000",5,255,255,Petrol,NA,NA
746,Chevrolet,Malibu Premier,2.0L Turbo Inline-4 Gasoline,"2,000",250,250,240.000,5.800,"34,500.000","34,500.000",5,353,353,Petrol,NA,NA
747,Chevrolet,Equinox RS,1.5L Turbo Inline-4 Gasoline,"1,500",170,170,200.000,8.800,"31,900.000","31,900.000",5,275,275,Petrol,NA,NA
748,Chevrolet,Silverado 1500 Custom,4.3L V6 Gasoline,"4,300",285,285,180.000,8.600,"34,900.000","34,900.000",6,413,413,Petrol,NA,NA
749,Chevrolet,Silverado 2500HD LTZ,6.6L V8 Diesel,"6,600",445,445,160.000,8.400,"56,400.000","56,400.000",6,"1,234","1,234",Diesel,NA,NA
750,Chevrolet,Tahoe RST,5.3L V8 Gasoline,"5,300",355,355,180.000,7.400,"64,100.000","64,100.000",7,519,519,Petrol,NA,NA
751,Chevrolet,Suburban LT,5.3L V8 Gasoline,"5,300",355,355,180.000,5.100,"64,400.000","64,400.000",8,519,519,Petrol,NA,NA
752,Chevrolet,Bolt EV Premier,Single Electric Motor,0,200,200,150.000,6.500,"31,700.000","31,700.000",5,360,360,Electric,NA,NA
753,Chevrolet,Tahoe LS,5.3L V8 Gasoline,"5,300",355,355,180.000,7.500,"56,995.000","56,995.000",8,519,519,Petrol,NA,NA
754,Chevrolet,Tahoe LT,5.3L V8 Gasoline,"5,300",355,355,180.000,7.400,"62,495.000","62,495.000",8,519,519,Petrol,NA,NA
755,Chevrolet,Tahoe RST,5.3L V8 Gasoline,"5,300",355,355,180.000,7.400,"64,100.000","64,100.000",7,519,519,Petrol,NA,NA
756,Chevrolet,Tahoe Z71,5.3L V8 Gasoline,"5,300",355,355,180.000,7.600,"66,700.000","66,700.000",7,519,519,Petrol,NA,NA
757,Chevrolet,Tahoe Premier,6.2L V8 Gasoline,"6,200",420,420,200.000,6.800,"71,600.000","71,600.000",7,624,624,Petrol,NA,NA
758,Chevrolet,Tahoe High Country,6.2L V8 Gasoline,"6,200",420,420,200.000,6.700,"76,700.000","76,700.000",7,624,624,Petrol,NA,NA
759,Chevrolet,Tahoe Midnight Edition,5.3L V8 Gasoline,"5,300",355,355,180.000,7.500,"65,500.000","65,500.000",8,519,519,Petrol,NA,NA
760,Chevrolet,Tahoe Sport Edition,6.2L V8 Gasoline,"6,200",420,420,200.000,6.800,"70,000.000","70,000.000",7,624,624,Petrol,NA,NA
761,Gmc,Terrain,1.5L Turbo 4-cylinder,"1,500",175,175,190.000,9.500,"29,900.000","29,900.000",5,275,275,Petrol,NA,NA
762,Gmc,Acadia,2.0L Turbo 4-cylinder,"2,000",228,228,200.000,7.800,"36,800.000","36,800.000",7,350,350,Petrol,NA,NA
763,Gmc,Yukon,5.3L V8 Gasoline,"5,300",355,355,180.000,7.400,"57,400.000","57,400.000",8,519,519,Petrol,NA,NA
764,Gmc,Yukon XL,6.2L V8 Gasoline,"6,200",420,420,200.000,6.900,"61,100.000","61,100.000",8,624,624,Petrol,NA,NA
765,Gmc,Canyon,2.7L Turbo 4-cylinder,"2,700",310,310,190.000,7.600,"36,900.000","36,900.000",5,583,583,Petrol,NA,NA
766,Gmc,Sierra 1500,5.3L V8 Gasoline,"5,300",355,355,180.000,7.300,"37,100.000","37,100.000",6,519,519,Petrol,NA,NA
767,Gmc,Sierra 2500HD,6.6L V8 Diesel,"6,600",401,401,175.000,7.500,"43,900.000","43,900.000",6,629,629,Diesel,NA,NA
768,Gmc,Sierra 3500HD,6.6L V8 Diesel,"6,600",445,445,175.000,7.400,"49,000.000","49,000.000",6,"1,234","1,234",Diesel,NA,NA
769,Gmc,Hummer EV Pickup,Dual-Motor Electric,0,625,625,170.000,3.000,"108,700.000","108,700.000",5,"1,000","1,000",Electric,NA,NA
770,Gmc,Hummer EV SUV,Dual-Motor Electric,0,625,625,170.000,3.500,"105,600.000","105,600.000",5,"1,000","1,000",Electric,NA,NA
771,Gmc,Yukon Denali,6.2L V8 Gasoline,"6,200",420,420,200.000,6.800,"72,800.000","72,800.000",8,624,624,Petrol,NA,NA
772,Gmc,Sierra Denali,6.2L V8 Gasoline,"6,200",420,420,190.000,6.700,"66,800.000","66,800.000",6,624,624,Petrol,NA,NA
773,Gmc,Terrain AT4,1.5L Turbo 4-cylinder,"1,500",175,175,190.000,9.600,"36,500.000","36,500.000",5,275,275,Petrol,NA,NA
774,Gmc,Acadia AT4,3.6L V6 Gasoline,"3,600",310,310,210.000,7.600,"41,400.000","41,400.000",6,366,366,Petrol,NA,NA
775,Gmc,Sierra 1500 AT4,5.3L V8 Gasoline,"5,300",355,355,180.000,7.400,"53,800.000","53,800.000",6,519,519,Petrol,NA,NA
776,Gmc,Sierra 2500HD Denali,6.6L V8 Diesel,"6,600",401,401,175.000,7.500,"72,200.000","72,200.000",6,"1,234","1,234",Diesel,NA,NA
777,Gmc,Sierra Elevation,2.7L Turbo 4-cylinder,"2,700",310,310,190.000,7.600,"45,000.000","45,000.000",5,583,583,Petrol,NA,NA
778,Gmc,Canyon AT4,2.7L Turbo 4-cylinder,"2,700",310,310,190.000,7.500,"43,900.000","43,900.000",5,583,583,Petrol,NA,NA
779,Gmc,Canyon Denali,2.7L Turbo 4-cylinder,"2,700",310,310,190.000,7.500,"48,000.000","48,000.000",5,583,583,Petrol,NA,NA
780,Gmc,Yukon XL Denali Ultimate,6.2L V8 Gasoline,"6,200",420,420,200.000,6.700,"93,800.000","93,800.000",8,624,624,Petrol,NA,NA
781,Gmc,Terrain Denali,1.5L Turbo 4-cylinder,"1,500",175,175,190.000,9.500,"38,600.000","38,600.000",5,275,275,Petrol,NA,NA
782,Gmc,Acadia Denali,3.6L V6 engine,"3,564",310,310,210.000,6.500,"54,300.000","54,300.000",7,366,366,Petrol,NA,NA
783,Gmc,Yukon AT4,5.3L V8 engine,"5,327",355,355,210.000,7.100,"71,505.000","71,505.000",8,519,519,Petrol,NA,NA
784,Gmc,Yukon XL AT4,5.3L V8 engine,"5,327",355,355,210.000,7.300,"73,305.000","73,305.000",8,519,519,Petrol,NA,NA
785,Gmc,Sierra 1500 Elevation,2.7L Turbo engine,"2,713",310,310,180.000,7.000,"52,000.000","52,000.000",5,569,569,Petrol,NA,NA
786,Gmc,Sierra 1500 SLT,5.3L V8 engine,"5,327",355,355,180.000,6.800,"56,000.000","56,000.000",5,519,519,Petrol,NA,NA
787,Gmc,Sierra 2500HD AT4,6.6L V8 engine,"6,600",401,401,170.000,7.500,"70,000.000","70,000.000",5,629,629,Petrol,NA,NA
788,Gmc,Sierra 3500HD AT4,6.6L V8 engine,"6,600",401,401,170.000,7.700,"72,000.000","72,000.000",5,629,629,Petrol,NA,NA
789,Gmc,Canyon Elevation,2.5L I4 engine,"2,488",200,200,175.000,8.500,"36,300.000","36,300.000",5,259,259,Petrol,NA,NA
790,Gmc,Canyon Denali Black Edition,3.6L V6 engine,"3,564",308,308,180.000,6.900,"44,000.000","44,000.000",5,373,373,Petrol,NA,NA
791,Gmc,Sierra 1500 Denali Ultimate,6.2L V8 engine,"6,162",420,420,200.000,5.800,"80,000.000","80,000.000",5,624,624,Petrol,NA,NA
792,Gmc,Yukon XL Denali Reserve,6.2L V8 engine,"6,162",420,420,210.000,6.000,"82,000.000","82,000.000",7,624,624,Petrol,NA,NA
793,Gmc,Terrain Elevation Edition,1.5L Turbocharged I4 engine,"1,490",170,170,200.000,9.300,"28,700.000","28,700.000",5,275,275,Petrol,NA,NA
794,Gmc,Acadia Black Edition,3.6L V6 engine,"3,564",310,310,210.000,6.500,"45,000.000","45,000.000",7,366,366,Petrol,NA,NA
795,Gmc,Hummer EV SUV Edition 1,"Electric motors with up to 11,500 lb-ft torque",0,830,830,170.000,3.500,"96,550.000","96,550.000",5,15,15,Electric,NA,NA
796,Gmc,Hummer EV Pickup Edition 1,"Electric motors with up to 11,500 lb-ft torque",0,0,0,170.000,3.000,"96,550.000","96,550.000",5,15,15,Electric,NA,NA
797,Gmc,Sierra Denali CarbonPro,6.2L V8 engine,"6,162",420,420,200.000,5.800,"65,000.000","65,000.000",5,624,624,Petrol,NA,NA
798,Gmc,Yukon Denali Performance,6.2L V8 engine,"6,162",420,420,210.000,6.000,"76,805.000","76,805.000",8,624,624,Petrol,NA,NA
799,Gmc,Sierra 2500HD Denali Black Edition,6.6L V8 engine,"6,600",401,401,170.000,7.500,"75,000.000","75,000.000",5,629,629,Petrol,NA,NA
800,Gmc,Canyon AT4X,3.6L V6 engine,"3,564",308,308,180.000,6.900,"50,000.000","50,000.000",5,373,373,Petrol,NA,NA
801,Gmc,Yukon XL SLT,5.3L V8 engine,"5,327",355,355,210.000,7.300,"65,000.000","65,000.000",8,519,519,Petrol,NA,NA
802,Gmc,Sierra 1500 Pro,4.3L V6 engine,"4,300",285,285,180.000,7.500,"37,700.000","37,700.000",3,413,413,Petrol,NA,NA
803,Gmc,Sierra 2500HD Pro,6.6L V8 engine,"6,600",401,401,170.000,7.700,"60,000.000","60,000.000",3,629,629,Petrol,NA,NA
804,Gmc,Sierra 3500HD Pro,6.6L V8 engine,"6,600",401,401,170.000,7.800,"62,000.000","62,000.000",3,629,629,Petrol,NA,NA
805,Gmc,Terrain SLT,1.5L Turbocharged I4 engine,"1,490",170,170,200.000,9.400,"31,000.000","31,000.000",5,275,275,Petrol,NA,NA
806,Gmc,Acadia SLE,3.6L V6 engine,"3,564",310,310,210.000,6.600,"40,000.000","40,000.000",7,366,366,Petrol,NA,NA
807,Gmc,Canyon SLT,2.5L I4 engine,"2,488",200,200,175.000,8.600,"38,000.000","38,000.000",5,259,259,Petrol,NA,NA
808,Gmc,Yukon XL Elevation,5.3L V8 engine,"5,327",355,355,210.000,7.400,"75,000.000","75,000.000",8,519,519,Petrol,NA,NA
809,Gmc,Sierra 1500 AT4X,6.2L V8 engine,"6,162",420,420,200.000,5.900,"82,000.000","82,000.000",5,624,624,Petrol,NA,NA
810,Gmc,Hummer EV SUV Extreme Off-Road,"Electric motors with up to 11,500 lb-ft torque",0,830,830,170.000,3.600,"110,000.000","110,000.000",5,15,15,Electric,NA,NA
