id,Brands,Model,Engines,Engine_capacity_in_cc,HorsePower_in_HP,HorsePower_in_HP_2,Max_speed_in_km/h,Time_to_100kmph_sec,Price_Min,Price_Max,Seats,Torque_in_Nm,Torque_in_Nm_2,Fuel_1,Fuel_2,Fuel_3
437,Nissan,Wingroad,1.8L Inline-4,1798,,,175.0,10.8,18000.0,18000.0,5,168,168,Petrol,,
438,Nissan,Presea,1.8L Inline-4,1838,,,170.0,11.5,17500.0,17500.0,5,161,161,Petrol,,
439,Nissan,Leopard,3.0L V6,2960,,,200.0,8.4,32000.0,32000.0,5,265,265,Petrol,,
440,Nissan,Sunny NISMO Edition,1.6L Turbo Inline-4,1598,,,200.0,7.5,24000.0,24000.0,5,240,240,Petrol,,
441,Nissan,Paladin,2.4L Inline-4,2438,,,180.0,10.6,20000.0,20000.0,5,217,217,Petrol,,
442,Nissan,Hardbody SUV,2.5L Inline-4,2498,,,175.0,11.0,18500.0,18500.0,5,225,225,Petrol,,
443,Nissan,Patrol Desert Edition,5.6L V8,5552,,,210.0,6.5,95000.0,95000.0,7,560,560,Petrol,,
444,Nissan,Pathfinder Armada,5.6L V8,5552,,,200.0,6.5,60000.0,60000.0,7,560,560,Petrol,,
445,Nissan,Rogue Midnight Edition,1.5L Turbo Inline-3,1497,,,180.0,8.2,39000.0,39000.0,5,300,300,Petrol,,
446,Nissan,GT-R Black Edition,3.8L Twin-Turbo V6,3799,,,330.0,2.8,185000.0,185000.0,2,652,652,Petrol,,
447,Nissan,Fairlady Z Heritage,3.0L Twin-Turbo V6,2997,,,250.0,4.2,48000.0,48000.0,2,475,475,Petrol,,
448,Nissan,Skyline GT-R R34,2.6L Twin-Turbo Inline-6,2568,,,250.0,5.6,70000.0,70000.0,4,392,392,Petrol,,
449,Nissan,Ariya Premiere,Dual Electric Motors,0,,,200.0,5.1,67000.0,67000.0,5,600,600,Electric,,
450,Nissan,Infiniti QX55*,2.0L VC-Turbo Inline-4,1997,,,230.0,6.5,50000.0,50000.0,5,380,380,Petrol,,
451,Nissan,NV350 Caravan,2.5L Inline-4 Diesel,2488,,,155.0,12.5,28000.0,28000.0,8,356,356,Diesel,,
452,Nissan,Navara,2.3L Inline-4 Diesel,2298,,,180.0,10.2,32000.0,32000.0,5,450,450,Diesel,,
453,Nissan,Titan XD,5.6L V8,5552,,,195.0,6.9,55000.0,55000.0,6,560,560,Petrol,,
454,Nissan,Evalia,1.5L Inline-4 Diesel,1461,,,140.0,15.0,25000.0,25000.0,7,200,200,Diesel,,
455,Nissan,Cabstar,2.5L Inline-4 Diesel,2488,,,145.0,14.8,27000.0,27000.0,3,350,350,Diesel,,
456,Nissan,Cherry,1.4L Inline-4,1397,,,145.0,14.0,14000.0,14000.0,5,110,110,Petrol,,
457,Nissan,Laurel,2.8L Inline-6 Diesel,2825,,,160.0,12.5,22000.0,22000.0,5,184,184,Diesel,,
458,Nissan,Silvia,2.0L Turbo Inline-4,1998,,,235.0,5.9,45000.0,45000.0,4,275,275,Petrol,,
459,Nissan,NX Coupe,2.0L Inline-4,1998,,,200.0,9.0,22000.0,22000.0,4,180,180,Petrol,,
460,Nissan,AD Wagon,1.5L Inline-4,1498,,,165.0,12.3,16000.0,16000.0,5,150,150,Petrol,,
461,Nissan,Patrol Super Safari Y61,4.8L Inline-6,4750,,,190.0,8.2,58000.0,58000.0,7,451,451,Petrol,,
462,Nissan,Pathfinder Rock Creek Edition,3.5L V6,3498,,,195.0,7.2,44000.0,44000.0,7,351,351,Petrol,,
463,Nissan,Terrano II,2.7L Inline-4 Diesel,2664,,,160.0,12.9,28000.0,28000.0,5,278,278,Diesel,,
464,Nissan,Murano CrossCabriolet,3.5L V6,3498,,,195.0,7.6,47000.0,47000.0,4,325,325,Petrol,,
465,Nissan,X-Trail Tekna,1.5L Turbo Hybrid,1497,,,190.0,8.0,43000.0,43000.0,5,305,305,Hybrid,,
466,Nissan,GT-R LM NISMO,3.0L Twin-Turbo V6 Hybrid,3000,,,320.0,3.0,600000.0,600000.0,2,650,650,Hybrid,,
467,Nissan,Skyline 400R,3.0L Twin-Turbo V6,2997,,,250.0,4.5,70000.0,70000.0,5,475,475,Petrol,,
468,Nissan,Infiniti G37*,3.7L V6,3696,,,250.0,5.5,42000.0,42000.0,5,365,365,Petrol,,
469,Nissan,Patrol Black Edition,5.6L V8,5552,,,200.0,6.5,85000.0,85000.0,7,560,560,Petrol,,
470,Nissan,Ariya Empower+,Dual Electric Motors,0,,,200.0,5.1,68000.0,68000.0,5,600,600,Electric,,
471,Nissan,Datsun 510 (Classic),1.6L Inline-4,1595,,,175.0,10.2,25000.0,25000.0,4,135,135,Petrol,,
472,Nissan,200SX,2.0L Turbo Inline-4,1998,,,240.0,7.2,30000.0,30000.0,4,265,265,Petrol,,
473,Nissan,300ZX,3.0L Twin-Turbo V6,2960,,,250.0,5.9,50000.0,50000.0,4,384,384,Petrol,,
474,Nissan,R390 GT1 Road Car,3.5L Twin-Turbo V8,3495,,,354.0,3.3,1000000.0,1000000.0,2,637,637,Petrol,,
475,Nissan,Figaro,1.0L Turbo Inline-4,987,,,170.0,12.8,20000.0,20000.0,4,103,103,Petrol,,
476,Nissan,Hardbody Truck,2.4L Inline-4,2389,,,160.0,10.6,25000.0,25000.0,5,206,206,Petrol,,
477,Nissan,Atlas,3.0L Inline-4 Diesel,2999,,,130.0,18.0,35000.0,35000.0,3,300,300,Diesel,,
478,Nissan,Clipper,660cc Inline-3,659,,,110.0,18.5,10000.0,10000.0,4,62,62,Petrol,,
479,Nissan,NV200,2.0L Inline-4,1998,,,140.0,14.0,28000.0,28000.0,7,188,188,Petrol,,
480,Nissan,Violet,1.8L Inline-4,1770,,,155.0,13.8,18000.0,18000.0,5,130,130,Petrol,,
481,Nissan,Bluebird Z,2.0L Inline-4,1998,,,190.0,11.0,23000.0,23000.0,5,180,180,Petrol,,
482,Nissan,Stanza Wagon,2.4L Inline-4,2389,,,160.0,12.0,22000.0,22000.0,7,205,205,Petrol,,
483,Nissan,180SX,2.0L Turbo Inline-4,1998,,,240.0,6.8,35000.0,35000.0,4,275,275,Petrol,,
484,Nissan,Sunny California,1.6L Inline-4,1597,,,170.0,11.0,18000.0,18000.0,5,140,140,Petrol,,
485,Nissan,Patrol Warrior,5.6L V8,5552,,,205.0,6.3,95000.0,95000.0,7,580,580,Petrol,,
486,Nissan,Pathfinder Armada Platinum,5.6L V8,5552,,,190.0,6.8,70000.0,70000.0,7,560,560,Petrol,,
487,Nissan,Rogue Sport SL,2.0L Inline-4,1998,,,190.0,9.0,32000.0,32000.0,5,195,195,Petrol,,
488,Nissan,X-Trail Platinum Edition,1.5L Turbo Hybrid,1497,,,190.0,8.0,46000.0,46000.0,5,305,305,Hybrid,,
489,Nissan,Qashqai e-Power,1.5L Hybrid,1497,,,200.0,7.5,40000.0,40000.0,5,330,330,Hybrid,,
490,Nissan,GT-R Egoist,3.8L Twin-Turbo V6,3799,,,315.0,2.8,220000.0,220000.0,2,637,637,Petrol,,
491,Nissan,Infiniti M45*,4.5L V8,4494,,,250.0,5.8,50000.0,50000.0,5,451,451,Petrol,,
492,Nissan,Skyline 50th Anniversary,3.0L Twin-Turbo V6,2997,,,250.0,4.5,75000.0,75000.0,5,475,475,Petrol,,
493,Nissan,Ariya Dual Motor AWD,Dual Electric Motors,0,,,200.0,5.1,70000.0,70000.0,5,600,600,Electric,,
494,Nissan,Patrol Legend Edition,5.6L V8,5552,,,205.0,6.3,95000.0,95000.0,7,580,580,Petrol,,
495,Nissan,Datsun 240Z (Classic),2.4L Inline-6,2393,,,210.0,8.0,45000.0,45000.0,2,198,198,Petrol,,
496,Nissan,100NX,1.6L Inline-4,1597,,,185.0,9.6,18000.0,18000.0,4,135,135,Petrol,,
497,Nissan,Cedric Special Edition,3.0L V6,2960,,,225.0,8.5,60000.0,60000.0,5,330,330,Petrol,,
498,Nissan,300ZX Turbo,3.0L Twin-Turbo V6,2960,,,250.0,5.9,55000.0,55000.0,4,384,384,Petrol,,
499,Nissan,Silvia S15 Spec-R,2.0L Turbo Inline-4,1998,,,240.0,5.6,35000.0,35000.0,4,300,300,Petrol,,
500,Nissan,NV400,2.3L Inline-4 Diesel,2298,,,150.0,15.0,40000.0,40000.0,3,360,360,Diesel,,
501,Nissan,Titan Warrior,5.6L V8,5552,,,180.0,7.0,55000.0,55000.0,5,560,560,Petrol,,
502,Nissan,Caravan Coach,2.5L Inline-4 Diesel,2498,,,140.0,14.0,30000.0,30000.0,7,260,260,Diesel,,
503,Nissan,Serena e-Power,1.2L Hybrid,1198,,,160.0,12.0,35000.0,35000.0,7,320,320,Hybrid,,
504,Nissan,Elgrand,3.5L V6,3498,,,200.0,8.5,50000.0,50000.0,7,344,344,Petrol,,
505,Nissan,Datsun 510,1.6L Inline-4,1595,,,175.0,10.2,25000.0,25000.0,4,135,135,Petrol,,
506,Nissan,Prairie,2.0L Inline-4,1998,,,175.0,11.0,18000.0,18000.0,5,170,170,Petrol,,
507,Nissan,Pulsar GTI-R,2.0L Turbo Inline-4,1998,,,225.0,6.0,30000.0,30000.0,5,280,280,Petrol,,
508,Nissan,Almera Tino,1.8L Inline-4,1769,,,180.0,12.5,15000.0,15000.0,5,160,160,Petrol,,
509,Nissan,Lucino,1.6L Inline-4,1597,,,185.0,10.5,12000.0,12000.0,5,150,150,Petrol,,
510,Nissan,Rasheen,1.5L Inline-4,1497,,,165.0,13.0,10000.0,10000.0,5,135,135,Petrol,,
511,Nissan,Mistral,2.7L Turbo Diesel,2663,,,160.0,12.5,25000.0,25000.0,7,260,260,Diesel,,
512,Nissan,Patrol Y60,4.2L Inline-6,4169,,,160.0,12.0,45000.0,45000.0,7,330,330,Diesel,,
513,Nissan,X-Trail GT,2.0L Turbo Inline-4,1998,,,215.0,6.4,38000.0,38000.0,5,310,310,Petrol,,
514,Nissan,Terrano Regulus,3.3L V6,3275,,,175.0,10.0,28000.0,28000.0,5,290,290,Petrol,,
515,Nissan,President,4.5L V8,4494,,,210.0,7.5,70000.0,70000.0,5,400,400,Petrol,,
516,Nissan,Cima,4.1L V8,4130,,,210.0,8.0,60000.0,60000.0,5,390,390,Petrol,,
517,Nissan,Leopard J. Ferie,3.0L V6 Turbo,2960,,,215.0,6.5,45000.0,45000.0,5,340,340,Petrol,,
518,Nissan,Gloria Gran Turismo,3.0L V6 Turbo,2960,,,220.0,6.5,50000.0,50000.0,5,340,340,Petrol,,
519,Nissan,Infiniti Q45*,4.5L V8,4494,,,240.0,6.2,50000.0,50000.0,5,450,450,Petrol,,
520,Nissan,Datsun 240Z,2.4L Inline-6,2393,,,210.0,8.0,45000.0,45000.0,2,198,198,Petrol,,
521,Nissan,280ZX,2.8L Inline-6,2753,,,205.0,9.5,35000.0,35000.0,2,210,210,Petrol,,
522,Nissan,Silvia S13,1.8L Turbo Inline-4,1809,,,215.0,6.8,20000.0,20000.0,4,230,230,Petrol,,
523,Nissan,200SX,2.0L Turbo Inline-4,1998,,,225.0,7.0,25000.0,25000.0,4,260,260,Petrol,,
524,Nissan,NX Coupe,1.8L Inline-4,1839,,,200.0,9.0,18000.0,18000.0,4,180,180,Petrol,,
525,Nissan,NV2500,4.0L V6,3954,,,160.0,10.0,36000.0,36000.0,2,385,385,Petrol,,
526,Nissan,NV3500,5.6L V8,5552,,,170.0,9.0,42000.0,42000.0,2,525,525,Petrol,,
527,Nissan,NT400 Cabstar,3.0L Inline-4 Diesel,2953,,,140.0,15.0,35000.0,35000.0,3,350,350,Diesel,,
528,Porsche,Panamera,2.9L V6 Twin Turbo,2894,,,270.0,5.6,88000.0,88000.0,4,450,450,Petrol,,
529,Porsche,Panamera 4,2.9L V6 Twin Turbo,2894,,,270.0,5.4,92000.0,92000.0,4,450,450,Petrol,,
530,Porsche,Panamera 4S,2.9L V6 Twin Turbo,2894,,,289.0,4.4,105000.0,105000.0,4,550,550,Petrol,,
531,Porsche,Panamera Turbo S,4.0L V8 Twin Turbo,3996,,,315.0,3.1,180000.0,180000.0,4,820,820,Petrol,,
532,Porsche,Panamera GTS,4.0L V8 Twin Turbo,3996,,,300.0,3.9,130000.0,130000.0,4,620,620,Petrol,,
533,Porsche,Panamera Platinum Edition,2.9L V6 Twin Turbo,2894,,,270.0,5.4,102000.0,102000.0,4,450,450,Petrol,,
534,Porsche,Panamera E-Hybrid,2.9L V6 + Electric Motor,0,,,280.0,4.4,115000.0,115000.0,4,700,700,Hybrid,Petrol,
535,Porsche,Panamera 4 E-Hybrid Sport Turismo,2.9L V6 + Electric Motor,0,,,280.0,4.4,120000.0,120000.0,4,700,700,Hybrid,Petrol,
536,Porsche,Panamera Turbo S E-Hybrid,4.0L V8 + Electric Motor,0,,,315.0,3.2,190000.0,190000.0,4,870,870,Hybrid,Petrol,
537,Porsche,Panamera 4 Executive,2.9L V6 Twin Turbo,2894,,,270.0,5.6,95000.0,95000.0,4,450,450,Petrol,,
538,Porsche,Cayenne,3.0L V6 Turbo,2995,,,245.0,5.9,80000.0,80000.0,5,450,450,Petrol,,
539,Porsche,Cayenne Coupe,3.0L V6 Turbo,2995,,,245.0,6.0,85000.0,85000.0,5,450,450,Petrol,,
540,Porsche,Cayenne S,2.9L V6 Twin Turbo,2894,,,265.0,5.0,95000.0,95000.0,5,550,550,Petrol,,
541,Porsche,Cayenne Turbo,4.0L V8 Twin Turbo,3996,,,286.0,4.0,130000.0,130000.0,5,770,770,Petrol,,
542,Porsche,Cayenne GTS,4.0L V8 Twin Turbo,3996,,,270.0,4.5,110000.0,110000.0,5,620,620,Petrol,,
543,Porsche,Cayenne Turbo S E-Hybrid,4.0L V8 + Electric Motor,0,,,295.0,3.6,170000.0,170000.0,5,900,900,Hybrid,Petrol,
544,Porsche,Macan,2.0L I4 Turbo,1984,,,232.0,6.2,60000.0,60000.0,5,400,400,Petrol,,
545,Porsche,Macan S,2.9L V6 Twin Turbo,2894,,,259.0,4.8,75000.0,75000.0,5,520,520,Petrol,,
546,Porsche,Macan GTS,2.9L V6 Twin Turbo,2894,,,272.0,4.5,85000.0,85000.0,5,550,550,Petrol,,
547,Porsche,Macan T,2.0L I4 Turbo,1984,,,232.0,6.2,65000.0,65000.0,5,400,400,Petrol,,
548,Porsche,911 Carrera,3.0L Flat-6 Twin Turbo,2981,,,293.0,4.2,110000.0,110000.0,4,450,450,Petrol,,
549,Porsche,911 Carrera S,3.0L Twin-Turbo Flat-6,2981,443,443,308.0,3.5,131300.0,131300.0,4,528,528,Petrol,,
550,Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981,379,379,293.0,4.2,106500.0,106500.0,4,450,450,Petrol,,
551,Porsche,911 Carrera 4S,3.0L Twin-Turbo Flat-6,2981,443,443,306.0,3.4,113300.0,113300.0,4,528,528,Petrol,,
552,Porsche,911 Targa 4,3.0L Twin-Turbo Flat-6,2981,379,379,289.0,4.4,121300.0,121300.0,4,450,450,Petrol,,
553,Porsche,911 Turbo,3.8L Twin-Turbo Flat-6,3745,572,572,320.0,2.7,197200.0,197200.0,4,750,750,Petrol,,
554,Porsche,911 Turbo S,3.8L Twin-Turbo Flat-6,3745,640,640,330.0,2.6,230400.0,230400.0,4,800,800,Petrol,,
555,Porsche,911 GT3,4.0L Naturally Aspirated Flat-6,3996,502,502,318.0,3.4,161100.0,161100.0,2,469,469,Petrol,,
556,Porsche,911 GT3 RS,4.0L Naturally Aspirated Flat-6,3996,518,518,296.0,3.2,241300.0,241300.0,2,465,465,Petrol,,
557,Porsche,911 Dakar,3.0L Twin-Turbo Flat-6,2981,473,473,240.0,3.4,222000.0,222000.0,2,570,570,Petrol,,
558,Porsche,Taycan,Dual Electric Motors,0,402,402,230.0,5.4,86700.0,86700.0,4,344,344,Electric,,
559,Porsche,Taycan 4S,Dual Electric Motors,0,522,522,250.0,4.0,103800.0,103800.0,4,640,640,Electric,,
560,Porsche,Taycan Turbo,Dual Electric Motors,0,670,670,260.0,3.2,150900.0,150900.0,4,850,850,Electric,,
561,Porsche,Taycan Turbo S,Dual Electric Motors,0,750,750,260.0,2.8,185000.0,185000.0,4,1050,1050,Electric,,
562,Porsche,Taycan GTS,Dual Electric Motors,0,590,590,250.0,3.5,132750.0,132750.0,4,850,850,Electric,,
563,Porsche,Taycan Cross Turismo,Dual Electric Motors,0,469,469,220.0,4.8,97700.0,97700.0,5,500,500,Electric,,
564,Porsche,Taycan Sport Turismo,Dual Electric Motors,0,509,509,240.0,4.1,104000.0,104000.0,5,650,650,Electric,,
565,Porsche,718 Cayman,2.0L Turbocharged Flat-4,1988,300,300,275.0,4.9,63400.0,63400.0,2,380,380,Petrol,,
566,Porsche,718 Cayman S,2.5L Turbocharged Flat-4,2497,350,350,285.0,4.4,75400.0,75400.0,2,420,420,Petrol,,
567,Porsche,718 Cayman GT4,4.0L Naturally Aspirated Flat-6,3995,414,414,302.0,4.2,100200.0,100200.0,2,420,420,Petrol,,
568,Porsche,718 Cayman GT4 RS,4.0L Naturally Aspirated Flat-6,3996,493,493,315.0,3.2,141700.0,141700.0,2,450,450,Petrol,,
569,Porsche,718 Boxster,2.0L Turbo Flat-4,1988,300,300,275.0,4.9,65500.0,65500.0,2,380,380,Petrol,,
570,Porsche,718 Boxster T,2.0L Turbo Flat-4,1988,300,300,275.0,4.7,69600.0,69600.0,2,380,380,Petrol,,
571,Porsche,718 Boxster GTS,4.0L Naturally Aspirated Flat-6,3995,394,394,293.0,4.3,90300.0,90300.0,2,430,430,Petrol,,
572,Porsche,718 Spyder,4.0L Naturally Aspirated Flat-6,3995,414,414,301.0,4.1,98300.0,98300.0,2,420,420,Petrol,,
573,Porsche,Panamera Base,2.9L Twin-Turbo V6,2894,325,325,265.0,5.6,92300.0,92300.0,4,450,450,Petrol,,
574,Porsche,Panamera 4 E-Hybrid,2.9L Twin-Turbo V6 + Electric Motor,2894,462,462,280.0,4.4,113300.0,113300.0,4,700,700,Hybrid,,
575,Porsche,Panamera 4 Sport Turismo,2.9L Twin-Turbo V6,2894,325,325,265.0,5.5,101400.0,101400.0,4,450,450,Petrol,,
576,Porsche,Panamera Turbo S E-Hybrid Sport Turismo,4.0L Twin-Turbo V8 + Electric Motor,3996,690,690,315.0,3.2,200200.0,200200.0,4,870,870,Hybrid,,
577,Porsche,Panamera 4S E-Hybrid Executive,2.9L Twin-Turbo V6 + Electric Motor,2894,560,560,295.0,3.7,128900.0,128900.0,4,750,750,Hybrid,,
578,Porsche,Panamera Platinum Edition,2.9L Twin-Turbo V6,2894,325,325,265.0,5.6,98300.0,98300.0,4,450,450,Petrol,,
579,Porsche,Panamera GTS Sport Turismo,4.0L Twin-Turbo V8,3996,473,473,300.0,3.9,136900.0,136900.0,4,620,620,Petrol,,
580,Porsche,Panamera Turbo Executive,4.0L Twin-Turbo V8,3996,550,550,306.0,3.8,175200.0,175200.0,4,770,770,Petrol,,
581,Porsche,Panamera Turbo S Exclusive Series,4.0L Twin-Turbo V8,3996,570,570,310.0,3.8,290000.0,290000.0,4,800,800,Petrol,,
582,Porsche,Panamera 4S ,2.9L Twin-Turbo V6,2894,443,443,289.0,4.1,105000.0,105000.0,4,550,550,Petrol,,
583,Porsche,Macan Base,2.0L Turbo Inline-4,1984,265,265,232.0,6.4,58000.0,58000.0,5,400,400,Petrol,,
584,Porsche,Macan T,2.0L Turbo Inline-4,1984,265,265,233.0,6.2,63000.0,63000.0,5,400,400,Petrol,,
585,Porsche,Macan S,2.9L Twin-Turbo V6,2894,375,375,259.0,4.6,70400.0,70400.0,5,520,520,Petrol,,
586,Porsche,Macan GTS,2.9L Twin-Turbo V6,2894,434,434,272.0,4.3,82900.0,82900.0,5,550,550,Petrol,,
587,Porsche,Macan EV ,Dual Electric Motors,0,603,603,240.0,4.0,85000.0,85000.0,5,750,750,Electric,,
588,Porsche,Cayenne Base,3.0L Turbocharged V6,2995,335,335,245.0,5.9,72200.0,72200.0,5,450,450,Petrol,,
589,Porsche,Cayenne E-Hybrid,3.0L V6 + Electric Motor,2995,455,455,253.0,4.8,91000.0,91000.0,5,700,700,Hybrid,,
590,Porsche,Cayenne S Coupe,2.9L Twin-Turbo V6,2894,434,434,263.0,4.7,94300.0,94300.0,4,550,550,Petrol,,
591,Porsche,Cayenne Turbo GT,4.0L Twin-Turbo V8,3996,631,631,300.0,3.3,182150.0,182150.0,4,850,850,Petrol,,
592,Porsche,Cayenne Platinum Edition,3.0L Turbocharged V6,2995,335,335,245.0,5.8,79000.0,79000.0,5,450,450,Petrol,,
593,Porsche,Cayenne Turbo S E-Hybrid Coupe,4.0L Twin-Turbo V8 + Electric Motor,3996,670,670,295.0,3.6,167800.0,167800.0,4,900,900,Hybrid,,
594,Porsche,Cayenne GTS Coupe,4.0L Twin-Turbo V8,3996,453,453,270.0,4.5,111200.0,111200.0,4,620,620,Petrol,,
595,Porsche,Cayenne Diesel (Regional Markets),3.0L Turbo Diesel V6,2967,262,262,221.0,7.3,69000.0,69000.0,5,580,580,Diesel,,
596,Porsche,Cayenne S Hybrid,3.0L V6 + Electric Motor,2995,380,380,242.0,6.5,85500.0,85500.0,5,580,580,Hybrid,,
597,Porsche,Cayenne Coupe Turbo E-Hybrid,4.0L Twin-Turbo V8 + Electric Motor,3996,728,728,295.0,3.6,182900.0,182900.0,4,950,950,Hybrid,,
598,Porsche,Taycan Base,Dual Electric Motors,0,321,321,230.0,5.4,86700.0,86700.0,4,345,345,Electric,,
599,Cadillac,CT4,2.0L Turbo Inline-4 Gasoline,2000,237,237,250.0,6.0,34395.0,34395.0,5,350,350,Petrol,,
600,Cadillac,CT4-V,2.7L Turbo Inline-4 Gasoline,2700,325,325,260.0,4.9,46595.0,46595.0,5,500,500,Petrol,,
601,Cadillac,CT5,2.0L Turbo Inline-4 Gasoline,2000,237,237,240.0,6.6,38195.0,38195.0,5,350,350,Petrol,,
602,Cadillac,CT5-V,3.0L Twin-Turbo V6 Gasoline,3000,360,360,250.0,4.6,50995.0,50995.0,5,550,550,Petrol,,
603,Porsche,Taycan Cross Turismo 4,Dual Electric Motors,0,375,375,240.0,5.1,94800.0,94800.0,4,500,500,Electric,,
604,Porsche,Taycan Cross Turismo GTS,Dual Electric Motors,0,590,590,250.0,3.8,139400.0,139400.0,4,620,620,Electric,,
605,Porsche,Taycan Sport Turismo Base,Dual Electric Motors,0,375,375,230.0,5.4,90500.0,90500.0,4,500,500,Electric,,
606,Porsche,Taycan Sport Turismo GTS,Dual Electric Motors,0,590,590,250.0,3.7,136700.0,136700.0,4,620,620,Electric,,
607,Porsche,Taycan Turbo S Cross Turismo,Dual Electric Motors,0,750,750,260.0,2.9,190000.0,190000.0,4,1050,1050,Electric,,
608,Porsche,911 Carrera Base,3.0L Twin-Turbo Flat-6,2981,379,379,293.0,4.2,106100.0,106100.0,4,450,450,Petrol,,
609,Porsche,911 Carrera S Cabriolet,3.0L Twin-Turbo Flat-6,2981,443,443,304.0,3.9,129900.0,129900.0,4,530,530,Petrol,,
610,Porsche,911 Carrera 4,3.0L Twin-Turbo Flat-6,2981,379,379,293.0,4.4,113300.0,113300.0,4,450,450,Petrol,,
611,Porsche,911 Carrera 4 GTS,3.0L Twin-Turbo Flat-6,2981,473,473,311.0,3.3,137000.0,137000.0,4,570,570,Petrol,,
612,Porsche,911 Targa 4 GTS,3.0L Twin-Turbo Flat-6,2981,473,473,307.0,3.5,157300.0,157300.0,4,570,570,Petrol,,
613,Porsche,911 Turbo Cabriolet,3.8L Twin-Turbo Flat-6,3745,572,572,320.0,2.9,184100.0,184100.0,4,750,750,Petrol,,
614,Porsche,911 Turbo S Coupe,3.8L Twin-Turbo Flat-6,3745,640,640,330.0,2.7,207000.0,207000.0,4,800,800,Petrol,,
615,Porsche,911 GT3 Touring,4.0L Naturally Aspirated Flat-6,3996,502,502,318.0,3.9,170000.0,170000.0,2,470,470,Petrol,,
616,Porsche,911 GT3 RS Clubsport,4.0L Naturally Aspirated Flat-6,3996,525,525,296.0,3.2,223800.0,223800.0,2,465,465,Petrol,,
617,Porsche,911 Dakar Limited Edition,3.0L Twin-Turbo Flat-6,2981,473,473,240.0,3.4,222000.0,222000.0,4,570,570,Petrol,,
618,Porsche,911 Carrera GTS Lightweight,3.0L Twin-Turbo Flat-6,2981,473,473,311.0,3.2,145300.0,145300.0,4,570,570,Petrol,,
619,Porsche,911 Targa 4 Lightweight,3.0L Twin-Turbo Flat-6,2981,379,379,289.0,4.3,135500.0,135500.0,4,450,450,Petrol,,
620,Porsche,911 Turbo Exclusive Series,3.8L Twin-Turbo Flat-6,3745,607,607,330.0,2.9,258000.0,258000.0,4,750,750,Petrol,,
621,Porsche,911 GT2 RS,3.8L Twin-Turbo Flat-6,3745,700,700,340.0,2.8,293200.0,293200.0,2,750,750,Petrol,,
622,Porsche,911 GT3 Cup,4.0L Naturally Aspirated Flat-6,3996,510,510,290.0,3.4,245000.0,245000.0,1,470,470,Petrol,,
623,Porsche,911 GT4 RS,4.0L Naturally Aspirated Flat-6,3996,500,500,315.0,3.4,222000.0,222000.0,2,450,450,Petrol,,
624,Porsche,911 RSR (Motorsport Edition),4.2L Naturally Aspirated Flat-6,4194,515,515,296.0,3.1,750000.0,750000.0,1,480,480,Petrol,,
625,Porsche,911 Sport Turismo,3.0L Twin-Turbo Flat-6,2981,379,379,293.0,4.4,116000.0,116000.0,4,450,450,Petrol,,
626,Porsche,911 Turbo Cabriolet Lightweight,3.8L Twin-Turbo Flat-6,3745,572,572,318.0,3.0,191300.0,191300.0,4,750,750,Petrol,,
627,Porsche,911 Dakar Sport,3.0L Twin-Turbo Flat-6,2981,473,473,240.0,3.5,233000.0,233000.0,4,570,570,Petrol,,
628,Tata motors,Tiago,1.2L Revotron 3-cylinder Petrol,1199,86,86,170.0,13.0,8200.0,8200.0,5,113,113,Petrol,,
629,Tata motors,Tiago EV,Permanent Magnet Synchronous,0,74,74,120.0,5.7,11000.0,11000.0,5,114,114,Electric,,
630,Tata motors,Altroz,1.2L Revotron Petrol / 1.5L Diesel,0,86,86,170.0,12.0,10400.0,10400.0,5,113,200,Petrol,Diesel,
631,Tata motors,Altroz DCA,1.2L Revotron 3-cylinder Petrol,1199,86,86,170.0,12.5,11300.0,11300.0,5,113,113,Petrol,,
632,Tata motors,Altroz iTurbo,1.2L Turbocharged Petrol,1199,110,110,180.0,10.0,12000.0,12000.0,5,140,140,Petrol,,
633,Tata motors,Altroz CNG,1.2L Revotron Bi-Fuel,1199,86,86,165.0,12.0,11800.0,11800.0,5,113,113,CNG,Petrol,
634,Tata motors,Tiago NRG,1.2L Revotron 3-cylinder Petrol,1199,86,86,170.0,13.5,9200.0,9200.0,5,113,113,Petrol,,
635,Tata motors,Nano GenX,624cc MPFI,624,37,37,105.0,29.0,4000.0,4000.0,4,51,51,Petrol,,
636,Tata motors,Indica eV2,1.4L CR4 Diesel,1396,70,70,155.0,16.0,6200.0,6200.0,5,140,140,Diesel,,
637,Tata motors,Indica V2 Xeta,1.2L MPFI Petrol,1193,65,65,140.0,16.0,5000.0,5000.0,5,100,100,Petrol,,
638,Tata motors,Tigor,1.2L Revotron 3-cylinder Petrol,1199,86,86,170.0,13.0,9400.0,9400.0,5,113,113,Petrol,,
639,Tata motors,Tigor EV,Permanent Magnet Synchronous,0,74,74,120.0,5.7,14500.0,14500.0,5,114,114,Electric,,
640,Tata motors,Zest,1.3L Quadrajet Diesel / 1.2L Revotron Petrol,0,75,75,165.0,15.0,8700.0,8700.0,5,190,190,Diesel,Petrol,
641,Tata motors,Indigo eCS,1.4L CR4 Diesel,1396,70,70,155.0,16.5,6500.0,6500.0,5,140,140,Diesel,,
642,Cadillac,Escalade,6.2L V8 Gasoline,6200,420,420,210.0,6.8,79295.0,79295.0,7,624,624,Petrol,,
